species_code,English name
mabpig2,Mauritius Blue-Pigeon
rodblp1,Rodrigues Blue-Pigeon
mabpig1,Madagascar Blue-Pigeon
cobpig1,Comoro Blue-Pigeon
sebpig1,Seychelles Blue-Pigeon
pbipig1,Pink-bellied Imperial-Pigeon
wbipig1,White-bellied Imperial-Pigeon
miipig2,Mindoro Imperial-Pigeon
gyhimp1,Gray-headed Imperial-Pigeon
spipig3,Spotted Imperial-Pigeon
gripig1,Green Imperial-Pigeon
grnimp5,Enggano Imperial-Pigeon
grnimp2,Nicobar Imperial-Pigeon
wheimp2,Spectacled Imperial-Pigeon
wheimp1,Seram Imperial-Pigeon
elipig1,Elegant Imperial-Pigeon
paipig1,Pacific Imperial-Pigeon
rkipig1,Red-knobbed Imperial-Pigeon
miipig1,Micronesian Imperial-Pigeon
poipig1,Polynesian Imperial-Pigeon
marimp1,Nuku Hiva Imperial-Pigeon
spipig1,Spice Imperial-Pigeon
spiimp2,Geelvink Imperial-Pigeon
ptipig1,Purple-tailed Imperial-Pigeon
cbipig2,Cinnamon-bellied Imperial-Pigeon
fiipig1,Finsch's Imperial-Pigeon
rufimp1,Rufescent Imperial-Pigeon
isipig1,Island Imperial-Pigeon
phipig1,Pink-headed Imperial-Pigeon
ciipig1,Christmas Island Imperial-Pigeon
gryimp1,Gray Imperial-Pigeon
peipig1,Barking Imperial-Pigeon
cbipig1,Chestnut-bellied Imperial-Pigeon
baipig1,Baker's Imperial-Pigeon
ncipig1,New Caledonian Imperial-Pigeon
piipig2,Pinon's Imperial-Pigeon
biipig1,Bismarck Imperial-Pigeon
coipig1,Collared Imperial-Pigeon
zoeimp1,Zoe's Imperial-Pigeon
mouimp1,Malabar Imperial-Pigeon
moipig1,Mountain Imperial-Pigeon
dbipig1,Dark-backed Imperial-Pigeon
tiipig1,Timor Imperial-Pigeon
piipig1,Pied Imperial-Pigeon
torimp2,Yellowish Imperial-Pigeon
torimp1,Torresian Imperial-Pigeon
whiimp1,Silver-tipped Imperial-Pigeon
toppig1,Topknot Pigeon
nezpig2,New Zealand Pigeon
nezpig3,Chatham Islands Pigeon
sompig2,Sombre Pigeon
pampig2,Papuan Mountain-Pigeon
lotmop1,Buru Mountain-Pigeon
lotmop2,Seram Mountain-Pigeon
pampig1,Pale Mountain-Pigeon
whbmes2,White-breasted Mesite
bromes1,Brown Mesite
submes1,Subdesert Mesite
tibsan1,Tibetan Sandgrouse
palsan1,Pallas's Sandgrouse
pitsan1,Pin-tailed Sandgrouse
namsan1,Namaqua Sandgrouse
chbsan,Chestnut-bellied Sandgrouse
sposan1,Spotted Sandgrouse
blbsan1,Black-bellied Sandgrouse
yetsan1,Yellow-throated Sandgrouse
crosan1,Crowned Sandgrouse
blfsan1,Black-faced Sandgrouse
madsan1,Madagascar Sandgrouse
licsan1,Lichtenstein's Sandgrouse
dobsan1,Double-banded Sandgrouse
fobsan1,Four-banded Sandgrouse
paisan1,Painted Sandgrouse
bursan1,Burchell's Sandgrouse
grebus1,Great Bustard
arabus1,Arabian Bustard
korbus1,Kori Bustard
indbus1,Great Indian Bustard
ausbus1,Australian Bustard
houbus1,African Houbara
macbus1,Asian Houbara
ludbus1,Ludwig's Bustard
stabus1,Denham's Bustard
heubus1,Heuglin's Bustard
nubbus1,Nubian Bustard
whbbus2,White-bellied Bustard
blubus1,Blue Bustard
karbus1,Karoo Bustard
ruebus1,Rüppell's Bustard
libbus1,Little Brown Bustard
savbus1,Savile's Bustard
bucbus1,Buff-crested Bustard
recbus1,Red-crested Bustard
blabus3,Black Bustard
whqbus1,White-quilled Bustard
bkbbus1,Black-bellied Bustard
harbus2,Hartlaub's Bustard
benflo2,Bengal Florican
lesflo2,Lesser Florican
litbus1,Little Bustard
grbtur1,Great Blue Turaco
grygab1,Gray Go-away-bird
bfgbir1,Bare-faced Go-away-bird
wbgbir1,White-bellied Go-away-bird
wesple1,Western Plantain-eater
easple1,Eastern Plantain-eater
ruwtur2,Rwenzori Turaco
puctur2,Purple-crested Turaco
whctur1,White-cheeked Turaco
prrtur1,Prince Ruspoli's Turaco
viotur1,Violet Turaco
rostur1,Ross's Turaco
yebtur1,Yellow-billed Turaco
bantur1,Bannerman's Turaco
whctur2,White-crested Turaco
blbtur1,Black-billed Turaco
schtur1,Schalow's Turaco
rectur1,Red-crested Turaco
guitur1,Guinea Turaco
hartur1,Hartlaub's Turaco
fistur1,Fischer's Turaco
livtur1,Livingstone's Turaco
knytur1,Knysna Turaco
guicuc1,Guira Cuckoo
greani1,Greater Ani
smbani,Smooth-billed Ani
grbani,Groove-billed Ani
strcuc1,Striped Cuckoo
phecuc1,Pheasant Cuckoo
pavcuc1,Pavonine Cuckoo
legcuc1,Lesser Ground-Cuckoo
lesroa1,Lesser Roadrunner
greroa,Greater Roadrunner
rvgcuc1,Rufous-vented Ground-Cuckoo
scgcuc1,Scaled Ground-Cuckoo
bagcuc1,Banded Ground-Cuckoo
rwgcuc1,Rufous-winged Ground-Cuckoo
rbgcuc1,Red-billed Ground-Cuckoo
sugcuc1,Sumatran Ground-Cuckoo
bogcuc1,Bornean Ground-Cuckoo
cbgcuc1,Coral-billed Ground-Cuckoo
crecou1,Crested Coua
vercou1,Verreaux's Coua
blucou1,Blue Coua
reccou2,Red-capped Coua
reccou3,Olive-capped Coua
refcou1,Red-fronted Coua
coqcou1,Coquerel's Coua
runcou1,Running Coua
giacou1,Giant Coua
snecou1,Snail-eating Coua
rebcou1,Red-breasted Coua
buhcou1,Buff-headed Coucal
piecou1,Pied Coucal
biacou1,Biak Coucal
grbcou1,Greater Black Coucal
rufcou1,Rufous Coucal
grbcou2,Green-billed Coucal
blfcou1,Black-faced Coucal
shtcou1,Short-toed Coucal
blhcou1,Black-hooded Coucal
baycou1,Bay Coucal
gabcou1,Gabon Coucal
bltcou1,Black-throated Coucal
sencou1,Senegal Coucal
blhcou2,Blue-headed Coucal
cotcou1,Coppery-tailed Coucal
whbcou2,White-browed Coucal
whbcou3,Burchell's Coucal
suncou1,Sunda Coucal
andcou1,Andaman Coucal
grecou1,Greater Coucal
golcou1,Goliath Coucal
madcou1,Malagasy Coucal
blacou1,Black Coucal
phicou1,Philippine Coucal
lescou1,Lesser Coucal
viocou1,Violaceous Coucal
lebcou1,Lesser Black Coucal
phecou2,Pheasant Coucal
rafmal1,Raffles's Malkoha
yellow5,Blue Malkoha
yellow6,Green Malkoha
sirmal1,Sirkeer Malkoha
rebmal2,Red-billed Malkoha
chbmal2,Chestnut-breasted Malkoha
chbmal3,Mentawai Malkoha
chbmal1,Chestnut-bellied Malkoha
refmal1,Red-faced Malkoha
blfmal1,Blue-faced Malkoha
blbmal1,Black-bellied Malkoha
grbmal1,Green-billed Malkoha
yebmal1,Yellow-billed Malkoha
recmal1,Red-crested Malkoha
scfmal1,Scale-feathered Malkoha
chwcuc1,Chestnut-winged Cuckoo
grscuc1,Great Spotted Cuckoo
levcuc1,Levaillant's Cuckoo
piecuc1,Pied Cuckoo
litcuc2,Little Cuckoo
dwacuc1,Dwarf Cuckoo
asccuc1,Ash-colored Cuckoo
squcuc1,Squirrel Cuckoo
blbcuc1,Black-bellied Cuckoo
dabcuc1,Dark-billed Cuckoo
yebcuc,Yellow-billed Cuckoo
pebcuc1,Pearly-breasted Cuckoo
mancuc,Mangrove Cuckoo
coccuc1,Cocos Cuckoo
bkbcuc,Black-billed Cuckoo
gyccuc,Gray-capped Cuckoo
chbcuc4,Chestnut-bellied Cuckoo
babcuc4,Bay-breasted Cuckoo
jamlic1,Jamaican Lizard-Cuckoo
purlic1,Puerto Rican Lizard-Cuckoo
grelic1,Great Lizard-Cuckoo
hislic1,Hispaniolan Lizard-Cuckoo
sthcuc1,St. Helena Cuckoo
thbcuc1,Thick-billed Cuckoo
dwakoe1,Dwarf Koel
asikoe2,Asian Koel
bkbkoe1,Black-billed Koel
asikoe3,Pacific Koel
lotkoe1,Long-tailed Koel
chbcuc2,Channel-billed Cuckoo
asecuc1,Asian Emerald Cuckoo
viocuc1,Violet Cuckoo
didcuc1,Dideric Cuckoo
klacuc1,Klaas's Cuckoo
yetcuc1,Yellow-throated Cuckoo
afecuc1,African Emerald Cuckoo
lobcuc1,Long-billed Cuckoo
hobcuc1,Horsfield's Bronze-Cuckoo
blecuc1,Black-eared Cuckoo
rtbcuc1,Rufous-throated Bronze-Cuckoo
shbcuc1,Shining Bronze-Cuckoo
webcuc1,White-eared Bronze-Cuckoo
libcuc1,Little Bronze-Cuckoo
litbrc5,Pied Bronze-Cuckoo
palcuc1,Pallid Cuckoo
whckoe1,White-crowned Cuckoo
chbcuc3,Chestnut-breasted Cuckoo
fatcuc1,Fan-tailed Cuckoo
babcuc2,Banded Bay Cuckoo
placuc1,Plaintive Cuckoo
placuc3,Gray-bellied Cuckoo
brucuc2,Sunda Brush Cuckoo
brucuc5,Sulawesi Brush Cuckoo
molcuc1,Moluccan Brush Cuckoo
brucuc3,Sahul Brush Cuckoo
brucuc13,Solomons Brush Cuckoo
brucuc10,Manus Brush Cuckoo
dltcuc1,Dusky Long-tailed Cuckoo
oltcuc1,Olive Long-tailed Cuckoo
bltcuc1,Barred Long-tailed Cuckoo
asidrc2,Fork-tailed Drongo-Cuckoo
phidrc1,Philippine Drongo-Cuckoo
asidrc3,Square-tailed Drongo-Cuckoo
asidrc4,Moluccan Drongo-Cuckoo
mohcuc1,Moustached Hawk-Cuckoo
larhac2,Large Hawk-Cuckoo
larhac1,Dark Hawk-Cuckoo
cohcuc1,Common Hawk-Cuckoo
nohcuc1,Northern Hawk-Cuckoo
phhcuc1,Philippine Hawk-Cuckoo
hodhac1,Hodgson's Hawk-Cuckoo
malhac1,Malaysian Hawk-Cuckoo
blacuc1,Black Cuckoo
reccuc1,Red-chested Cuckoo
lescuc1,Lesser Cuckoo
suhcuc1,Sulawesi Cuckoo
indcuc1,Indian Cuckoo
afrcuc1,African Cuckoo
madcuc1,Madagascar Cuckoo
himcuc1,Himalayan Cuckoo
suncuc2,Sunda Cuckoo
comcuc,Common Cuckoo
oricuc2,Oriental Cuckoo
sponig1,Spotted Nightjar
solnig1,Solomons Nightjar
necnig2,New Caledonian Nightjar
whtnig3,White-throated Nightjar
dianig1,Diabolical Nightjar
papnig1,Papuan Nightjar
arcnig1,Archbold's Nightjar
malnig1,Malaysian Eared-Nightjar
grenig1,Great Eared-Nightjar
colnig1,Collared Nightjar
nacnig1,Nacunda Nighthawk
leanig1,Least Nighthawk
sacnig1,Sand-colored Nighthawk
lesnig,Lesser Nighthawk
comnig,Common Nighthawk
antnig,Antillean Nighthawk
shtnig1,Short-tailed Nighthawk
rubnig1,Rufous-bellied Nighthawk
batnig1,Band-tailed Nighthawk
bahnig1,Bahian Nighthawk
blanig1,Blackish Nightjar
pygnig1,Pygmy Nightjar
compau,Common Pauraque
scrnig1,Scrub Nightjar
rornig1,Roraiman Nightjar
swtnig1,Swallow-tailed Nightjar
lytnig1,Lyre-tailed Nightjar
bawnig3,Tschudi's Nightjar
samnig1,Todd's Nightjar
litnig1,Little Nightjar
caynig1,Cayenne Nightjar
sptnig1,Spot-tailed Nightjar
bawnig1,Band-winged Nightjar
whwnig1,White-winged Nightjar
siwnig1,Sickle-winged Nightjar
whtnig1,White-tailed Nightjar
latnig1,Ladder-tailed Nightjar
sctnig2,Scissor-tailed Nightjar
lotnig2,Long-trained Nightjar
jampau,Jamaican Pauraque
leapau1,Least Pauraque
earpoo1,Eared Poorwill
yucpoo1,Yucatan Poorwill
ocepoo1,Ocellated Poorwill
chopoo1,Choco Poorwill
compoo,Common Poorwill
chwwid,Chuck-will's-widow
rufnig1,Rufous Nightjar
granig2,Cuban Nightjar
granig3,Hispaniolan Nightjar
tacnig1,Tawny-collared Nightjar
yucnig1,Yucatan Nightjar
sitnig1,Silky-tailed Nightjar
bucnig,Buff-collared Nightjar
easwpw1,Eastern Whip-poor-will
dusnig1,Dusky Nightjar
souwpw1,Mexican Whip-poor-will
purnig1,Puerto Rican Nightjar
bronig1,Brown Nightjar
pewnig1,Pennant-winged Nightjar
stwnig1,Standard-winged Nightjar
rennig1,Red-necked Nightjar
grynig2,Jungle Nightjar
grynig1,Gray Nightjar
palnig1,Palau Nightjar
eurnig1,Eurasian Nightjar
somnig1,Sombre Nightjar
rucnig1,Rufous-cheeked Nightjar
egynig1,Egyptian Nightjar
nubnig1,Nubian Nightjar
syknig1,Sykes's Nightjar
golnig1,Golden Nightjar
latnig2,Large-tailed Nightjar
timnig1,Timor Nightjar
andnig1,Andaman Nightjar
meenig1,Mees's Nightjar
jernig1,Jerdon's Nightjar
phinig1,Philippine Nightjar
sulnig1,Sulawesi Nightjar
dosnig1,Donaldson Smith's Nightjar
finnig1,Fiery-necked Nightjar
monnig1,Montane Nightjar
indnig1,Indian Nightjar
madnig1,Madagascar Nightjar
swanig1,Swamp Nightjar
planig1,Plain Nightjar
stsnig1,Star-spotted Nightjar
necnig1,Nechisar Nightjar
savnig1,Savanna Nightjar
kaynig1,Chirruping Nightjar
frenig1,Freckled Nightjar
bonnig1,Bonaparte's Nightjar
salnig1,Salvadori's Nightjar
itonig1,Itombwe Nightjar
batnig2,Bates's Nightjar
lotnig1,Long-tailed Nightjar
sltnig1,Slender-tailed Nightjar
sqtnig1,Square-tailed Nightjar
rufpot1,Rufous Potoo
grepot1,Great Potoo
lotpot1,Long-tailed Potoo
compot1,Common Potoo
norpot1,Northern Potoo
andpot1,Andean Potoo
whwpot1,White-winged Potoo
oilbir1,Oilbird
tawfro1,Tawny Frogmouth
marfro1,Marbled Frogmouth
papfro1,Papuan Frogmouth
soifro1,Solomons Frogmouth
larfro1,Large Frogmouth
dulfro1,Dulit Frogmouth
phifro1,Philippine Frogmouth
goufro1,Gould's Frogmouth
ceyfro1,Sri Lanka Frogmouth
hodfro1,Hodgson's Frogmouth
shtfro3,Sumatran Frogmouth
shtfro2,Bornean Frogmouth
javfro3,Javan Frogmouth
javfro2,Blyth's Frogmouth
palfro1,Palawan Frogmouth
sunfro1,Sunda Frogmouth
nconig1,New Caledonian Owlet-nightjar
feonig1,Feline Owlet-nightjar
spaown1,Starry Owlet-nightjar
waonig1,Wallace's Owlet-nightjar
moonig1,Mountain Owlet-nightjar
molown1,Moluccan Owlet-nightjar
auonig1,Australian Owlet-nightjar
barown2,Vogelkop Owlet-nightjar
barown1,Barred Owlet-nightjar
barown5,Karimui Owlet-nightjar
blkswi,Black Swift
whcswi2,White-chested Swift
rotswi1,Rothschild's Swift
sooswi1,Sooty Swift
whfswi1,White-fronted Swift
whcswi1,White-chinned Swift
spfswi1,Spot-fronted Swift
grdswi1,Great Dusky Swift
chcswi1,Chestnut-collared Swift
tepswi1,Tepui Swift
whcswi,White-collared Swift
whnswi1,White-naped Swift
bisswi1,Biscutate Swift
phinee1,Philippine Spinetail
papnee1,Papuan Spinetail
malspi1,Madagascar Spinetail
satspi1,Sao Tome Spinetail
whrnee1,White-rumped Spinetail
motspi1,Mottled Spinetail
blaspi1,Black Spinetail
sirnee1,Silver-rumped Spinetail
sabspi1,Sabine's Spinetail
casspi1,Cassin's Spinetail
balspi1,Bat-like Spinetail
grrswi1,Gray-rumped Swift
barswi,Band-rumped Swift
corswi,Costa Rican Swift
leaswi1,Lesser Antillean Swift
parswi1,Pale-rumped Swift
chiswi,Chimney Swift
vauswi,Vaux's Swift
chaswi2,Chapman's Swift
astswi1,Ashy-tailed Swift
sicswi1,Sick's Swift
shtswi1,Short-tailed Swift
whtnee,White-throated Needletail
sibnee1,Silver-backed Needletail
brbnee1,Brown-backed Needletail
purnee1,Purple Needletail
watswi1,Waterfall Swift
pygswi2,Pygmy Swiftlet
cavswi3,Bornean Swiftlet
chiswi1,Christmas Island Swiftlet
cavswi2,Cave Swiftlet
pltswi1,Plume-toed Swiftlet
gyrswi5,Gray-rumped Swiftlet
ridswi1,Ridgetop Swiftlet
tenswi1,Tenggara Swiftlet
draswi1,Drab Swiftlet
gloswi1,Glossy Swiftlet
satswi1,Satin Swiftlet
seyswi1,Seychelles Swiftlet
masswi1,Mascarene Swiftlet
indswi1,Indian Swiftlet
molswi5,Moluccan Swiftlet
phiswi1,Philippine Swiftlet
mouswi2,Mountain Swiftlet
whrswi2,White-rumped Swiftlet
ausswi1,Australian Swiftlet
himswi2,Himalayan Swiftlet
volswi1,Volcano Swiftlet
whiswi1,Whitehead's Swiftlet
balswi1,Bare-legged Swiftlet
mayswi1,Mayr's Swiftlet
palswi2,Ameline Swiftlet
uniswi1,Uniform Swiftlet
monswi2,Mossy-nest Swiftlet
palswi1,Palau Swiftlet
marswi,Mariana Swiftlet
caiswi1,Caroline Islands Swiftlet
atiswi1,Atiu Swiftlet
polswi1,Tahiti Swiftlet
marswi2,Marquesan Swiftlet
blnswi1,Black-nest Swiftlet
y00731,White-nest Swiftlet
papswi1,Three-toed Swiftlet
scaswi1,Scarce Swift
alpswi1,Alpine Swift
motswi2,Mottled Swift
aleswi1,Cape Verde Swift
comswi,Common Swift
plaswi1,Plain Swift
nyaswi1,Nyanza Swift
palswi3,Pallid Swift
afrswi1,African Swift
fowswi1,Forbes-Watson's Swift
braswi1,Bradfield's Swift
madswi1,Malagasy Swift
fotswi,Pacific Swift
saaswi1,Salim Ali's Swift
blyswi1,Blyth's Swift
cooswi1,Cook's Swift
darswi1,Dark-rumped Swift
litswi1,Little Swift
houswi1,House Swift
horswi1,Horus Swift
whrswi1,White-rumped Swift
batswi1,Bates's Swift
whtswi,White-throated Swift
whtswi1,White-tipped Swift
andswi1,Andean Swift
lstswi1,Lesser Swallow-tailed Swift
gstswi1,Great Swallow-tailed Swift
aspswi1,Asian Palm Swift
afpswi1,African Palm Swift
malpas1,Malagasy Palm Swift
anpswi,Antillean Palm Swift
pygswi1,Pygmy Palm Swift
ftpswi1,Fork-tailed Palm Swift
cretre1,Crested Treeswift
gyrtre1,Gray-rumped Treeswift
whitre1,Whiskered Treeswift
moutre1,Moustached Treeswift
critop1,Crimson Topaz
fietop1,Fiery Topaz
whnjac1,White-necked Jacobin
blkjac1,Black Jacobin
whtsic1,White-tipped Sicklebill
butsic1,Buff-tailed Sicklebill
sabher1,Saw-billed Hermit
hobher2,Hook-billed Hermit
broher,Bronzy Hermit
rubher,Rufous-breasted Hermit
batbar1,Band-tailed Barbthroat
patbar1,Pale-tailed Barbthroat
soobar1,Sooty Barbthroat
brther2,Broad-tipped Hermit
whbher1,White-bearded Hermit
whwher1,White-whiskered Hermit
greher1,Green Hermit
tabher1,Tawny-bellied Hermit
koeher1,Koepcke's Hermit
nebher1,Needle-billed Hermit
stbher1,Straight-billed Hermit
lobher,Long-billed Hermit
mexher1,Mexican Hermit
lother1,Long-tailed Hermit
grbher1,Great-billed Hermit
pabher1,Pale-bellied Hermit
duther1,Dusky-throated Hermit
stther1,Streak-throated Hermit
lither2,Little Hermit
lither3,Tapajos Hermit
minher1,Minute Hermit
cither1,Cinnamon-throated Hermit
bkther1,Black-throated Hermit
stther2,Stripe-throated Hermit
gycher1,Gray-chinned Hermit
redher1,Reddish Hermit
whbher3,White-browed Hermit
bubher1,Buff-bellied Hermit
socher1,Sooty-capped Hermit
plaher1,Planalto Hermit
scther1,Scale-throated Hermit
grflan1,Green-fronted Lancebill
blflan1,Blue-fronted Lancebill
webhum3,White-throated Daggerbill
webhum1,Geoffroy's Daggerbill
hyavis1,Hyacinth Visorbearer
hoovis2,Hooded Visorbearer
wvvear1,White-vented Violetear
spvear1,Sparkling Violetear
brvear1,Brown Violetear
grnvie1,Mexican Violetear
lesvio1,Lesser Violetear
horsun2,Horned Sungem
tobhum1,Tooth-billed Hummingbird
pucfai1,Purple-crowned Fairy
bkefai1,Black-eared Fairy
whtgol1,White-tailed Goldenthroat
tepgol1,Tepui Goldenthroat
grtgol1,Green-tailed Goldenthroat
fitawl1,Fiery-tailed Awlbill
ruthum1,Ruby-topaz Hummingbird
jamman1,Jamaican Mango
bltman1,Black-throated Mango
grtman1,Green-throated Mango
gnbman,Green-breasted Mango
verman1,Veraguan Mango
antman2,Hispaniolan Mango
antman3,Puerto Rican Mango
greman1,Green Mango
putcar1,Purple-throated Carib
grtcar1,Green-throated Carib
ortsun1,Orange-throated Sunangel
amtsun2,Longuemare's Sunangel
amtsun4,Merida Sunangel
amtsun3,Amethyst-throated Sunangel
gorsun1,Gorgeted Sunangel
tousun1,Tourmaline Sunangel
litsun1,Little Sunangel
putsun1,Purple-throated Sunangel
roysun1,Royal Sunangel
grbfir1,Green-backed Firecrown
juffir1,Juan Fernandez Firecrown
wictho2,Wire-crested Thorntail
bkbtho1,Black-bellied Thorntail
coptho2,Coppery Thorntail
gretho1,Green Thorntail
ratcoq2,Racket-tipped Thorntail
tufcoq1,Tufted Coquette
doecoq1,Dot-eared Coquette
fricoq1,Frilled Coquette
shccoq,Short-crested Coquette
ruccoq1,Rufous-crested Coquette
spacoq1,Spangled Coquette
fescoq2,Butterfly Coquette
fescoq3,Festive Coquette
peacoq1,Peacock Coquette
blccoq1,Black-crested Coquette
whccoq1,White-crested Coquette
ecupie1,Ecuadorian Piedtail
perpie1,Peruvian Piedtail
spehum1,Speckled Hummingbird
lotsyl1,Long-tailed Sylph
vitsyl1,Violet-tailed Sylph
vensyl1,Venezuelan Sylph
retcom1,Red-tailed Comet
brtcom1,Bronze-tailed Comet
gybcom1,Gray-bellied Comet
ecuhil1,Ecuadorian Hillstar
buthil1,Blue-throated Hillstar
andhil2,Green-headed Hillstar
blbhil1,Black-breasted Hillstar
andhil3,Andean Hillstar
whshil1,White-sided Hillstar
wethil1,Wedge-tailed Hillstar
mouavo1,Mountain Avocetbill
blttra1,Black-tailed Trainbearer
grttra1,Green-tailed Trainbearer
blbtho1,Black-backed Thornbill
pubtho1,Purple-backed Thornbill
ructho1,Rufous-capped Thornbill
olitho1,Olivaceous Thornbill
blmtho1,Blue-mantled Thornbill
brttho1,Bronze-tailed Thornbill
rabtho1,Rainbow-bearded Thornbill
bufhel1,Buffy Helmetcrest
bubhel1,Blue-bearded Helmetcrest
whbhel1,White-bearded Helmetcrest
gnbhel1,Green-bearded Helmetcrest
beamou1,Bearded Mountaineer
permet1,Perija Metaltail
tyrmet1,Tyrian Metaltail
virmet1,Viridian Metaltail
vitmet1,Violet-throated Metaltail
nebmet1,Neblina Metaltail
copmet1,Coppery Metaltail
fitmet1,Fire-throated Metaltail
scamet1,Scaled Metaltail
blamet1,Black Metaltail
grepuf1,Greenish Puffleg
butpuf1,Buff-thighed Puffleg
hoapuf1,Hoary Puffleg
blbpuf3,Black-breasted Puffleg
gorpuf1,Gorgeted Puffleg
glopuf2,Glowing Puffleg
bltpuf1,Black-thighed Puffleg
tutpuf1,Turquoise-throated Puffleg
cobpuf1,Coppery-bellied Puffleg
savpuf1,Sapphire-vented Puffleg
gobpuf1,Golden-breasted Puffleg
blcpuf1,Blue-capped Puffleg
colpuf2,Colorful Puffleg
embpuf1,Emerald-bellied Puffleg
marspa1,Marvelous Spatuletail
shisun1,Shining Sunbeam
whtsun1,White-tufted Sunbeam
pubsun1,Purple-backed Sunbeam
blhsun1,Black-hooded Sunbeam
broinc1,Bronzy Inca
broinc2,Brown Inca
blainc1,Black Inca
colinc1,Collared Inca
colinc4,Green Inca
colinc3,Gould's Inca
vitsta1,Violet-throated Starfrontlet
raista1,Rainbow Starfrontlet
whtsta1,White-tailed Starfrontlet
dussta1,Dusky Starfrontlet
buwsta1,Buff-winged Starfrontlet
gobsta2,Perija Starfrontlet
gobsta1,Golden-bellied Starfrontlet
gobsta4,Merida Starfrontlet
bltsta1,Blue-throated Starfrontlet
mouvel1,Mountain Velvetbreast
swbhum1,Sword-billed Hummingbird
gresap1,Great Sapphirewing
butcor1,Buff-tailed Coronet
chbcor1,Chestnut-breasted Coronet
vepcor1,Velvet-purple Coronet
boorat1,White-booted Racket-tail
boorat2,Peruvian Racket-tail
rubrat1,Rufous-booted Racket-tail
whthil2,Rufous-gaped Hillstar
whthil3,Green-backed Hillstar
pubwhi1,Purple-bibbed Whitetip
ruvwhi1,Rufous-vented Whitetip
vebbri1,Velvet-browed Brilliant
pitbri1,Pink-throated Brilliant
ruwbri1,Rufous-webbed Brilliant
bltbri1,Black-throated Brilliant
goujew1,Gould's Jewelfront
fabbri1,Fawn-breasted Brilliant
grcbri1,Green-crowned Brilliant
empbri1,Empress Brilliant
vifbri1,Violet-fronted Brilliant
brarub1,Brazilian Ruby
giahum1,Giant Hummingbird
vichum2,Violet-chested Hummingbird
scthum1,Scissor-tailed Hummingbird
maghum1,Rivoli's Hummingbird
maghum2,Talamanca Hummingbird
lobsta1,Long-billed Starthroat
plcsta,Plain-capped Starthroat
stbsta1,Stripe-breasted Starthroat
bltsta2,Blue-tufted Starthroat
fithum1,Fiery-throated Hummingbird
gtmgem1,Green-throated Mountain-gem
gbmgem1,Green-breasted Mountain-gem
amthum1,Amethyst-throated Mountain-gem
buthum,Blue-throated Mountain-gem
wbmgem1,White-bellied Mountain-gem
ptmgem,Purple-throated Mountain-gem
wtmgem1,White-throated Mountain-gem
gathum1,Garnet-throated Hummingbird
spthum1,Sparkling-tailed Hummingbird
amewoo1,Amethyst Woodstar
pershe2,Peruvian Sheartail
shtwoo1,Short-tailed Woodstar
pucwoo1,Purple-collared Woodstar
oashum1,Oasis Hummingbird
chiwoo1,Chilean Woodstar
sltwoo1,Slender-tailed Woodstar
whbwoo6,White-bellied Woodstar
litwoo5,Little Woodstar
gorwoo2,Gorgeted Woodstar
samwoo2,Santa Marta Woodstar
esmwoo2,Esmeraldas Woodstar
ruswoo1,Rufous-shafted Woodstar
matwoo1,Magenta-throated Woodstar
putwoo1,Purple-throated Woodstar
sleshe1,Slender Sheartail
mexshe1,Mexican Sheartail
luchum,Lucifer Hummingbird
beahum1,Beautiful Hummingbird
rthhum,Ruby-throated Hummingbird
bkchum,Black-chinned Hummingbird
bahwoo,Bahama Woodstar
inawoo2,Inagua Woodstar
verhum1,Vervain Hummingbird
beehum1,Bee Hummingbird
annhum,Anna's Hummingbird
coshum,Costa's Hummingbird
calhum,Calliope Hummingbird
rufhum,Rufous Hummingbird
allhum,Allen's Hummingbird
brthum,Broad-tailed Hummingbird
bumhum,Bumblebee Hummingbird
withum1,Wine-throated Hummingbird
volhum1,Volcano Hummingbird
scihum1,Scintillant Hummingbird
glthum1,Glow-throated Hummingbird
dushum1,Dusky Hummingbird
cubeme1,Cuban Emerald
braeme2,Brace's Emerald
hiseme1,Hispaniolan Emerald
pureme1,Puerto Rican Emerald
blhhum1,Blue-headed Hummingbird
brbhum,Broad-billed Hummingbird
brbhum3,Tres Marias Hummingbird
brbhum2,Turquoise-crowned Hummingbird
goceme1,Golden-crowned Emerald
cozeme1,Cozumel Emerald
caneme1,Canivet's Emerald
blteme1,Blue-tailed Emerald
chieme1,Chiribiquete Emerald
rebeme1,Red-billed Emerald
glbeme1,Glittering-bellied Emerald
shteme1,Short-tailed Emerald
nateme2,Narrow-tailed Emerald
grteme1,Green-tailed Emerald
copeme1,Coppery Emerald
gareme1,Garden Emerald
weseme1,Western Emerald
whehum,White-eared Hummingbird
xanhum,Xantus's Hummingbird
wetsab1,Wedge-tailed Sabrewing
rufsab1,Rufous Sabrewing
vihhum1,Violet-headed Hummingbird
emchum1,Emerald-chinned Hummingbird
anchum1,Antillean Crested Hummingbird
plover3,Green-crowned Plovercrest
plover4,Purple-crowned Plovercrest
samblo1,Santa Marta Blossomcrown
tolblo1,Tolima Blossomcrown
gybsab1,Gray-breasted Sabrewing
gybsab4,Outcrop Sabrewing
gybsab5,Diamantina Sabrewing
viosab1,Violet Sabrewing
rubsab1,Rufous-breasted Sabrewing
bubsab1,Buff-breasted Sabrewing
