species_code,English name
ryurob2,Ryukyu Robin
ryurob3,Okinawa Robin
inbrob1,Indian Blue Robin
sibrob,Siberian Blue Robin
whtrob3,White-throated Robin
thrnig1,Thrush Nightingale
comnig1,Common Nightingale
whbred1,White-bellied Redstart
blueth,Bluethroat
ceywht1,Sri Lanka Whistling-Thrush
shwthr1,Shiny Whistling-Thrush
javwht1,Javan Whistling-Thrush
chwwht1,Sumatran Whistling-Thrush
borwht1,Bornean Whistling-Thrush
mawthr2,Malayan Whistling-Thrush
mawthr1,Malabar Whistling-Thrush
fowthr1,Taiwan Whistling-Thrush
blwthr1,Blue Whistling-Thrush
litfor1,Little Forktail
whcfor1,White-crowned Forktail
whcfor3,Bornean Forktail
spofor1,Spotted Forktail
sunfor1,Sunda Forktail
chnfor1,Chestnut-naped Forktail
blbfor1,Black-backed Forktail
slbfor1,Slaty-backed Forktail
fireth1,Firethroat
btbrob1,Blackthroat
sibrub,Siberian Rubythroat
himrub1,Himalayan Rubythroat
chirub1,Chinese Rubythroat
whtrob2,White-tailed Robin
sunrob2,Sumatran Robin
sunrob3,Javan Robin
blfrob1,Blue-fronted Robin
refblu1,Red-flanked Bluetail
refblu2,Qilian Bluetail
himblu1,Himalayan Bluetail
rbbrob1,Rufous-breasted Bush-Robin
wbbrob1,White-browed Bush-Robin
whbbur3,Taiwan Bush-Robin
gobrob1,Golden Bush-Robin
cobrob1,Collared Bush-Robin
korfly1,Yellow-rumped Flycatcher
narfly1,Green-backed Flycatcher
narfly2,Narcissus Flycatcher
narfly3,Ryukyu Flycatcher
mugfly,Mugimaki Flycatcher
slbfly1,Slaty-backed Flycatcher
barfly1,Black-and-orange Flycatcher
slbfly2,Slaty-blue Flycatcher
snbfly1,Snowy-browed Flycatcher
pybfly1,Pygmy Flycatcher
rugfly1,Rufous-gorgeted Flycatcher
sapfly1,Sapphire Flycatcher
lipfly1,Little Pied Flycatcher
ultfly1,Ultramarine Flycatcher
rutfly6,Rusty-tailed Flycatcher
taifly1,Taiga Flycatcher
kasfly1,Kashmir Flycatcher
rebfly,Red-breasted Flycatcher
semfly1,Semicollared Flycatcher
eupfly1,European Pied Flycatcher
atlfly1,Atlas Flycatcher
colfly1,Collared Flycatcher
rucfly3,Tanimbar Flycatcher
rucfly1,Rufous-chested Flycatcher
palfly1,Palawan Flycatcher
furfly1,Furtive Flycatcher
rutfly5,Rufous-throated Flycatcher
damfly1,Damar Flycatcher
cicfly1,Cinnamon-chested Flycatcher
lomfly1,Lompobattang Flycatcher
sumfly1,Sumba Flycatcher
blbfly2,Black-banded Flycatcher
lisfly1,Little Slaty Flycatcher
rutfly7,Cryptic Flycatcher
bunfly1,Bundok Flycatcher
blfred1,Blue-fronted Redstart
plured1,Plumbeous Redstart
luzred1,Luzon Redstart
rubred2,Rufous-backed Redstart
whcred1,White-capped Redstart
alsred1,Ala Shan Redstart
bucred1,Blue-capped Redstart
moured1,Moussier's Redstart
comred2,Common Redstart
hodred1,Hodgson's Redstart
whtred1,White-throated Redstart
whwred2,White-winged Redstart
blared1,Black Redstart
daured1,Daurian Redstart
lirthr1,Little Rock-Thrush
cbrthr1,Chestnut-bellied Rock-Thrush
wtrthr1,White-throated Rock-Thrush
bcrthr1,Blue-capped Rock-Thrush
strthr1,Short-toed Rock-Thrush
serthr1,Sentinel Rock-Thrush
litrot1,Littoral Rock-Thrush
ammrot1,Amber Mountain Rock-Thrush
forrot2,Forest Rock-Thrush
rtrthr1,Rufous-tailed Rock-Thrush
burthr,Blue Rock-Thrush
mirthr1,Miombo Rock-Thrush
carthr1,Cape Rock-Thrush
wwccha1,White-winged Cliff-Chat
whinch1,Whinchat
whbbus4,White-browed Bushchat
whtbus1,White-throated Bushchat
caisto1,Fuerteventura Stonechat
stonec4,European Stonechat
sibsto1,Siberian Stonechat
stonec7,Amur Stonechat
afrsto1,African Stonechat
reusto1,Reunion Stonechat
whtsto2,White-tailed Stonechat
piebus1,Pied Bushchat
jerbus1,Jerdon's Bushchat
grybus1,Gray Bushchat
timbus1,Timor Bushchat
busbus1,Buff-streaked Chat
siccha1,Sickle-winged Chat
karcha1,Karoo Chat
tracha1,Tractrac Chat
moocha1,Moorland Chat
moccha1,Mocking Cliff-Chat
soocha1,Sooty Chat
noacha1,Northern Anteater-Chat
soacha1,Southern Anteater-Chat
conmoo1,Congo Moor Chat
mouwhe1,Mountain Chat
ruecha1,Rüppell's Chat
whbcha2,Arnot's Chat
norwhe,Northern Wheatear
norwhe3,Atlas Wheatear
capwhe1,Capped Wheatear
rebwhe2,Buff-breasted Wheatear
rebwhe3,Rusty-breasted Wheatear
isawhe1,Isabelline Wheatear
heuwhe1,Heuglin's Wheatear
hoowhe1,Hooded Wheatear
deswhe1,Desert Wheatear
bkewhe1,Western Black-eared Wheatear
cypwhe1,Cyprus Wheatear
bkewhe2,Eastern Black-eared Wheatear
piewhe1,Pied Wheatear
wfbcha1,White-fronted Black-Chat
somwhe1,Somali Wheatear
rerwhe1,Red-rumped Wheatear
blacks1,Blackstart
famcha1,Familiar Chat
somcha1,Sombre Rock Chat
brtcha1,Brown-tailed Chat
indcha1,Brown Rock Chat
varwhe1,Variable Wheatear
blawhe1,Black Wheatear
humwhe2,Hume's Wheatear
whtwhe1,White-crowned Wheatear
mouwhe5,Arabian Wheatear
mouwhe4,Abyssinian Wheatear
finwhe1,Finsch's Wheatear
mouwhe2,Mourning Wheatear
retwhe3,Kurdish Wheatear
retwhe2,Persian Wheatear
bohwax,Bohemian Waxwing
cedwax,Cedar Waxwing
japwax1,Japanese Waxwing
kauoo,Kauai Oo
oahoo,Oahu Oo
bisoo,Bishop's Oo
hawoo,Hawaii Oo
kioea,Kioea
bayfly1,Black-and-yellow Silky-flycatcher
grsfly1,Gray Silky-flycatcher
ltsfly1,Long-tailed Silky-flycatcher
phaino,Phainopepla
palmch1,Palmchat
olfwhi1,Hylocitrea
hypoco1,Hypocolius
gursug1,Gurney's Sugarbird
capsug1,Cape Sugarbird
spothr1,Spot-throat
dapthr1,Dapple-throat
gycill1,Gray-chested Babbler
yebflo2,Yellow-breasted Flowerpecker
crbflo1,Crimson-breasted Flowerpecker
palflo1,Palawan Flowerpecker
yerflo1,Yellow-rumped Flowerpecker
scbflo2,Scarlet-breasted Flowerpecker
olbflo1,Olive-backed Flowerpecker
thbflo1,Thick-billed Flowerpecker
brbflo1,Brown-backed Flowerpecker
whiflo1,Whiskered Flowerpecker
yevflo1,Yellow-vented Flowerpecker
yebflo1,Yellow-bellied Flowerpecker
whtflo1,White-throated Flowerpecker
speflo1,Spectacled Flowerpecker
gorflo1,Golden-rumped Flowerpecker
yesflo1,Yellow-sided Flowerpecker
olcflo1,Olive-capped Flowerpecker
flcflo2,Yellow-crowned Flowerpecker
flcflo3,Flame-crowned Flowerpecker
bicflo1,Bicolored Flowerpecker
cebflo1,Cebu Flowerpecker
resflo1,Red-keeled Flowerpecker
rekflo1,Black-belted Flowerpecker
sccflo1,Scarlet-collared Flowerpecker
orbflo1,Orange-bellied Flowerpecker
whbflo1,Buzzing Flowerpecker
pabflo1,Pale-billed Flowerpecker
plaflo1,Nilgiri Flowerpecker
plaflo2,Plain Flowerpecker
andflo1,Andaman Flowerpecker
pygflo1,Pygmy Flowerpecker
crcflo1,Crimson-crowned Flowerpecker
flbflo3,Halmahera Flowerpecker
flbflo2,Buru Flowerpecker
ashflo1,Ashy Flowerpecker
olcflo2,Olive-crowned Flowerpecker
recflo1,Red-capped Flowerpecker
louflo1,Louisiade Flowerpecker
rebflo1,Red-banded Flowerpecker
midflo1,Midget Flowerpecker
motflo1,Mottled Flowerpecker
blfflo1,Black-fronted Flowerpecker
recflo2,Red-chested Flowerpecker
fibflo1,Fire-breasted Flowerpecker
fibflo3,Cambodian Flowerpecker
fibflo4,Fire-throated Flowerpecker
fibflo5,Sumatran Flowerpecker
blsflo1,Black-sided Flowerpecker
gysflo1,Gray-sided Flowerpecker
blbflo5,Javan Flowerpecker
blbflo6,Flores Flowerpecker
blbflo3,Sumba Flowerpecker
blbflo4,Timor Flowerpecker
pibflo1,Pink-breasted Flowerpecker
mistle1,Mistletoebird
scbflo1,Scarlet-backed Flowerpecker
schflo1,Scarlet-headed Flowerpecker
rucsun2,Ruby-cheeked Sunbird
sctsun2,Fraser's Sunbird
gyhsun1,Gray-headed Sunbird
plbsun1,Plain-backed Sunbird
ancsun1,Anchieta's Sunbird
plasun1,Plain Sunbird
pltsun2,Brown-throated Sunbird
pltsun3,Gray-throated Sunbird
retsun3,Red-throated Sunbird
mobsun1,Mouse-brown Sunbird
wvbsun1,Western Violet-backed Sunbird
kvbsun1,Eastern Violet-backed Sunbird
uvbsun1,Uluguru Violet-backed Sunbird
vitsun1,Violet-tailed Sunbird
ligsun2,Little Green Sunbird
grnsun1,Yellow-chinned Sunbird
grnsun2,Gray-chinned Sunbird
bansun1,Banded Sunbird
colsun2,Collared Sunbird
pygsun2,Pygmy Sunbird
nivsun2,Nile Valley Sunbird
amasun2,Amani Sunbird
reisun2,Reichenbach's Sunbird
prisun2,Principe Sunbird
newsun2,Newton's Sunbird
satsun1,Sao Tome Sunbird
orbsun2,Orange-breasted Sunbird
gnhsun1,Green-headed Sunbird
bansun3,Bannerman's Sunbird
btbsun2,Blue-throated Brown Sunbird
camsun2,Cameroon Sunbird
buhsun1,Blue-headed Sunbird
eaosun1,Olive Sunbird
mocsun2,Mouse-colored Sunbird
butsun2,Buff-throated Sunbird
carsun2,Carmelite Sunbird
gntsun1,Green-throated Sunbird
amesun2,Amethyst Sunbird
sccsun2,Scarlet-chested Sunbird
hunsun2,Hunter's Sunbird
socsun2,Socotra Sunbird
pursun3,Purple-rumped Sunbird
crbsun2,Crimson-backed Sunbird
vahsun1,Van Hasselt's Sunbird
putsun3,Purple-throated Sunbird
blksun1,Black Sunbird
cotsun2,Copper-throated Sunbird
bocsun2,Bocage's Sunbird
pubsun3,Purple-breasted Sunbird
tacsun1,Tacazze Sunbird
brosun1,Bronze Sunbird
malsun1,Malachite Sunbird
retsun2,Red-tufted Sunbird
gowsun2,Golden-winged Sunbird
olbsun3,Olive-bellied Sunbird
tinsun2,Tiny Sunbird
miosun2,Western Miombo Sunbird
miosun3,Eastern Miombo Sunbird
sdcsun3,Southern Double-collared Sunbird
neesun2,Neergaard's Sunbird
stusun1,Stuhlmann's Sunbird
prisun3,Prigogine's Sunbird
mdcsun3,Montane Double-collared Sunbird
ndcsun2,Northern Double-collared Sunbird
gdcsun2,Greater Double-collared Sunbird
regsun2,Regal Sunbird
rocsun2,Rockefeller's Sunbird
edcsun3,Eastern Double-collared Sunbird
edcsun4,Usambara Double-collared Sunbird
edcsun1,Forest Double-collared Sunbird
morsun2,Moreau's Sunbird
lovsun3,Loveridge's Sunbird
beasun2,Beautiful Sunbird
beasun3,Gorgeous Sunbird
marsun2,Marico Sunbird
shesun2,Shelley's Sunbird
consun2,Congo Sunbird
recsun2,Red-chested Sunbird
bkbsun1,Black-bellied Sunbird
pubsun4,Purple-banded Sunbird
tsasun1,Tsavo Sunbird
vibsun2,Violet-breasted Sunbird
pemsun2,Pemba Sunbird
ortsun3,Orange-tufted Sunbird
palsun2,Palestine Sunbird
shisun3,Abyssinian Sunbird
shisun4,Arabian Sunbird
splsun2,Splendid Sunbird
johsun2,Johanna's Sunbird
supsun2,Superb Sunbird
ruwsun2,Rufous-winged Sunbird
oussun2,Oustalet's Sunbird
whbsun2,White-bellied Sunbird
varsun2,Variable Sunbird
dussun2,Dusky Sunbird
urssun2,Ursula's Sunbird
batsun2,Bates's Sunbird
copsun2,Copper Sunbird
pursun4,Purple Sunbird
olbsun4,Ornate Sunbird
olbsun23,Tukangbesi Sunbird
olbsun2,Sahul Sunbird
olbsun31,Garden Sunbird
olbsun6,Palawan Sunbird
olbsun1,South Moluccan Sunbird
olbsun8,Flores Sea Sunbird
olbsun9,Mamberamo Sunbird
apbsun2,Apricot-breasted Sunbird
flbsun2,Flame-breasted Sunbird
sousun2,Souimanga Sunbird
madsun1,Malagasy Sunbird
seysun2,Seychelles Sunbird
humsun2,Humblot's Sunbird
anjsun2,Anjouan Sunbird
maysun2,Mayotte Sunbird
lobsun2,Loten's Sunbird
elesun1,Elegant Sunbird
fitsun1,Fire-tailed Sunbird
bltsun1,Black-throated Sunbird
gousun1,Mrs. Gould's Sunbird
grtsun1,Green-tailed Sunbird
lovsun1,Lovely Sunbird
temsun1,Temminck's Sunbird
scasun1,Javan Sunbird
wecsun1,Vigors's Sunbird
eacsun1,Crimson Sunbird
magsun1,Magnificent Sunbird
fotsun1,Fork-tailed Sunbird
hansun1,Handsome Sunbird
whfsun1,White-flanked Sunbird
flasun1,Flaming Sunbird
mansun1,Maroon-naped Sunbird
mewsun3,Metallic-winged Sunbird
linsun1,Lina's Sunbird
gyhsun2,Gray-hooded Sunbird
moasun1,Apo Sunbird
tbosun1,Tboli Sunbird
punsun1,Purple-naped Spiderhunter
thbspi1,Thick-billed Spiderhunter
lobspi1,Long-billed Spiderhunter
ortspi1,Orange-tufted Spiderhunter
palspi2,Pale Spiderhunter
litspi1,Little Spiderhunter
whispi1,Whitehead's Spiderhunter
nafspi1,Naked-faced Spiderhunter
yeespi1,Yellow-eared Spiderhunter
spespi2,Spectacled Spiderhunter
strspi1,Streaked Spiderhunter
stbspi2,Streaky-breasted Spiderhunter
gybspi2,Gray-breasted Spiderhunter
borspi1,Bornean Spiderhunter
asfblu1,Asian Fairy-bluebird
asifab2,Palawan Fairy-bluebird
phifab1,Philippine Fairy-bluebird
philea1,Philippine Leafbird
yetlea1,Yellow-throated Leafbird
grglea1,Greater Green Leafbird
leglea1,Lesser Green Leafbird
blwlea1,Blue-winged Leafbird
buwlea2,Javan Leafbird
borlea1,Bornean Leafbird
jerlea1,Jerdon's Leafbird
goflea1,Golden-fronted Leafbird
sumlea1,Sumatran Leafbird
orblea1,Orange-bellied Leafbird
blmlea1,Blue-masked Leafbird
oliwar,Olive Warbler
przros1,Przevalski's Pinktail
wbbwea1,White-billed Buffalo-Weaver
rbbwea1,Red-billed Buffalo-Weaver
whbwea1,White-headed Buffalo-Weaver
spfwea1,Speckle-fronted Weaver
scawea1,Scaly Weaver
wbswea1,White-browed Sparrow-Weaver
ccswea1,Chestnut-crowned Sparrow-Weaver
cbswea1,Chestnut-backed Sparrow-Weaver
dsswea1,Donaldson Smith's Sparrow-Weaver
rutwea1,Rufous-tailed Weaver
gyhsow1,Gray-capped Social-Weaver
bcswea1,Black-capped Social-Weaver
socwea1,Sociable Weaver
recmal2,Red-crowned Malimbe
bltmal1,Black-throated Malimbe
balmal2,Gola Malimbe
racmal1,Rachel's Malimbe
revmal1,Red-vented Malimbe
ibamal1,Ibadan Malimbe
rebmal1,Red-bellied Malimbe
gramal1,Blue-billed Malimbe
cremal1,Crested Malimbe
rehmal1,Red-headed Malimbe
rehwea1,Red-headed Weaver
rehwea3,Red Weaver
yelwea2,Yellow-legged Weaver
berwea2,Bertram's Weaver
bagwea1,Baglafecht Weaver
bkcwea1,Black-chinned Weaver
banwea1,Bannerman's Weaver
batwea1,Bates's Weaver
litwea1,Little Weaver
slbwea1,Slender-billed Weaver
loawea1,Loango Weaver
bknwea1,Olive-naped Weaver
bknwea2,Black-necked Weaver
spewea1,Spectacled Weaver
blbwea1,Black-billed Weaver
strwea1,Strange Weaver
capwea1,Cape Weaver
bocwea1,Bocage's Weaver
afgwea1,African Golden-Weaver
hogwea1,Holub's Golden-Weaver
orawea1,Orange Weaver
gopwea1,Golden Palm Weaver
tagwea1,Taveta Golden-Weaver
prgwea1,Principe Golden-Weaver
sbtwea1,Southern Brown-throated Weaver
nbtwea1,Northern Brown-throated Weaver
kilwea1,Kilombero Weaver
ruvwea1,Ruvu Weaver
nomwea1,Northern Masked-Weaver
lesmaw1,Lesser Masked-Weaver
afmwea,Southern Masked-Weaver
vimwea1,Vitelline Masked-Weaver
tanmaw1,Tanganyika Masked-Weaver
kamwea1,Katanga Masked-Weaver
lalmaw1,Lake Lufira Masked-Weaver
hemwea1,Heuglin's Masked-Weaver
ruewea1,Rüppell's Weaver
spewea2,Speke's Weaver
foxwea1,Fox's Weaver
viewea2,Chestnut-and-black Weaver
viewea3,Vieillot's Black Weaver
vilwea1,Village Weaver
giawea1,Giant Weaver
weywea1,Weyns's Weaver
clawea1,Kilifi Weaver
salwea1,Juba Weaver
blhwea1,Black-headed Weaver
gobwea1,Golden-backed Weaver
chewea1,Chestnut Weaver
cinwea1,Cinnamon Weaver
gonwea1,Golden-naped Weaver
yemwea1,Yellow-mantled Weaver
mabwea1,Maxwell's Black Weaver
forwea1,Dark-backed Weaver
brcwea1,Brown-capped Weaver
yecwea1,Yellow-capped Weaver
prewea1,Preuss's Weaver
olhwea1,Olive-headed Weaver
usawea1,Usambara Weaver
bawwea1,Bar-winged Weaver
satwea1,Sao Tome Weaver
nelwea1,Nelicourvi Weaver
sakwea1,Sakalava Weaver
strwea2,Streaked Weaver
baywea1,Baya Weaver
asgwea2,Asian Golden Weaver
yelwea1,Finn's Weaver
benwea1,Black-breasted Weaver
comwea1,Compact Weaver
carque1,Cardinal Quelea
rehque1,Red-headed Quelea
rebque1,Red-billed Quelea
botwea1,Bob-tailed Weaver
redfod1,Red Fody
rehfod3,Aldabra Fody
rehfod1,Red-headed Fody
forfod1,Forest Fody
reufod1,Reunion Fody
maufod1,Mauritius Fody
seyfod1,Seychelles Fody
rodfod1,Rodrigues Fody
orabis1,Northern Red Bishop
redbis,Southern Red Bishop
zanbis1,Zanzibar Red Bishop
blwbis1,Black-winged Bishop
blabis1,Black Bishop
yecbis,Yellow-crowned Bishop
fifbis1,Fire-fronted Bishop
gobbis1,Golden-backed Bishop
yelbis1,Yellow Bishop
whwwid1,White-winged Widowbird
yeswid2,Yellow-mantled Widowbird
recwid2,Red-cowled Widowbird
recwid3,Red-collared Widowbird
fatwid1,Fan-tailed Widowbird
marwid1,Marsh Widowbird
buswid1,Buff-shouldered Widowbird
lotwid1,Long-tailed Widowbird
jacwid1,Jackson's Widowbird
growea1,Grosbeak Weaver
picmun1,Pictorella Munia
moufir1,Mountain Firetail
diafir1,Diamond Firetail
reefir1,Red-eared Firetail
beafir1,Beautiful Firetail
crifin1,Crimson Finch
rebfir1,Red-browed Firetail
paifir1,Painted Firetail
stafin1,Star Finch
plhfin1,Plum-headed Finch
dobfin1,Double-barred Finch
zebfin2,Zebra Finch
masfin1,Masked Finch
lotfin1,Long-tailed Finch
bltfin1,Black-throated Finch
gyhsil1,Gray-headed Silverbill
broman1,Bronze Mannikin
magman1,Magpie Mannikin
bawman1,Black-and-white Mannikin
madmun1,Madagascar Munia
afrsil1,African Silverbill
indsil,Indian Silverbill
javspa,Java Sparrow
timspa4,Timor Sparrow
sthmun2,Streak-headed Munia
sthmun3,White-spotted Munia
nutman,Scaly-breasted Munia
bltmun1,Black-throated Munia
blfmun1,Black-faced Munia
whrmun,White-rumped Munia
dusmun1,Dusky Munia
whbmun1,White-bellied Munia
javmun1,Javan Munia
trimun,Tricolored Munia
chemun,Chestnut Munia
whcmun1,White-capped Munia
whhmun1,White-headed Munia
pahmun1,Pale-headed Munia
gramun1,Grand Munia
blbmun1,Black-breasted Munia
snmmun1,Snow Mountain Munia
alpmun1,Alpine Munia
gybmun1,Gray-banded Munia
gycmun1,Gray-crowned Munia
gyhmun1,Gray-headed Munia
hoomun1,Hooded Munia
neimun1,New Ireland Munia
motmun1,Mottled Munia
nehmun1,New Hanover Munia
yermun1,Yellow-rumped Munia
ficmun1,Five-colored Munia
chbmun1,Chestnut-breasted Munia
blamun1,Black Munia
bismun1,Bismarck Munia
goufin3,Gouldian Finch
pitpar1,Pin-tailed Parrotfinch
grfpar1,Green-faced Parrotfinch
tabpar1,Tawny-breasted Parrotfinch
retpar3,Red-throated Parrotfinch
fijpar1,Fiji Parrotfinch
roypar1,Royal Parrotfinch
pibpar1,Pink-billed Parrotfinch
tripar1,Tricolored Parrotfinch
reepar2,Red-eared Parrotfinch
pappar1,Papuan Parrotfinch
blfpar3,Blue-faced Parrotfinch
fepoli1,Shelley's Oliveback
whcoli1,White-collared Oliveback
yebwax2,Yellow-bellied Waxbill
swewax1,Angola Waxbill
swewax3,Swee Waxbill
grbtwi1,Green-backed Twinspot
shcwin1,Shelley's Crimsonwing
ducwin1,Dusky Crimsonwing
abcwin1,Abyssinian Crimsonwing
rfcwin1,Red-faced Crimsonwing
refant1,Red-fronted Antpecker
wooant1,Woodhouse's Antpecker
jamant1,Jameson's Antpecker
whbneg2,White-breasted Nigrita
chbneg1,Chestnut-breasted Nigrita
gyhneg1,Gray-headed Nigrita
pafneg1,Pale-fronted Nigrita
gyholi1,Gray-headed Oliveback
blcwax1,Black-faced Waxbill
rerwax1,Black-cheeked Waxbill
lavwax,Lavender Waxbill
bltwax1,Black-tailed Waxbill
cinwax1,Cinderella Waxbill
blcwax2,Black-crowned Waxbill
blhwax1,Black-headed Waxbill
kanwax1,Kandt's Waxbill
orcwax,Orange-cheeked Waxbill
anawax1,Anambra Waxbill
fabwax1,Fawn-breasted Waxbill
comwax,Common Waxbill
blfwax1,Black-lored Waxbill
bkrwax,Black-rumped Waxbill
crrwax1,Crimson-rumped Waxbill
arawax1,Arabian Waxbill
quailf1,Quailfinch
locust3,Locustfinch
cutthr1,Cut-throat
rehfin1,Red-headed Finch
grnava1,Green Avadavat
zebwax2,Zebra Waxbill
redava,Red Avadavat
purgre2,Purple Grenadier
viewax1,Violet-eared Waxbill
bubcor1,Southern Cordonbleu
reccor,Red-cheeked Cordonbleu
blccor1,Blue-capped Cordonbleu
grablu1,Grant's Bluebill
wesblu1,Western Bluebill
rehblu1,Red-headed Bluebill
lessee1,Lesser Seedcracker
crisee1,Crimson Seedcracker
blbsee1,Black-bellied Seedcracker
grwpyt1,Green-winged Pytilia
orwpyt1,Orange-winged Pytilia
rewpyt1,Red-winged Pytilia
rebpyt1,Red-billed Pytilia
refpyt1,Red-faced Pytilia
dybtwi1,Dybowski's Twinspot
dustwi1,Dusky Twinspot
pettwi1,Red-throated Twinspot
pittwi1,Pink-throated Twinspot
brotwi1,Brown Twinspot
rebfir2,Red-billed Firefinch
afffin,African Firefinch
jamfir1,Jameson's Firefinch
malfir1,Mali Firefinch
rocfir1,Rock Firefinch
reifir1,Chad Firefinch
blbfir1,Black-bellied Firefinch
babfir1,Bar-breasted Firefinch
brnfir1,Brown Firefinch
bkffir1,Black-faced Firefinch
pitwhy,Pin-tailed Whydah
nopwhy1,Sahel Paradise-Whydah
ltpwhy1,Exclamatory Paradise-Whydah
topwhy1,Togo Paradise-Whydah
btpwhy1,Broad-tailed Paradise-Whydah
eapwhy1,Eastern Paradise-Whydah
stbwhy1,Steel-blue Whydah
sttwhy1,Straw-tailed Whydah
shtwhy1,Shaft-tailed Whydah
vilind,Village Indigobird
pawind1,Wilson's Indigobird
quaind1,Quailfinch Indigobird
jopind1,Jos Plateau Indigobird
jamind1,Jambandu Indigobird
bakind1,Barka Indigobird
camind1,Cameroon Indigobird
varind1,Dusky Indigobird
purind1,Purple Indigobird
greind1,Green Indigobird
parwea1,Parasitic Weaver
alpacc1,Alpine Accentor
himacc1,Altai Accentor
robacc1,Robin Accentor
rubacc1,Rufous-breasted Accentor
sibacc,Siberian Accentor
radacc2,Radde's Accentor
broacc1,Brown Accentor
bltacc1,Black-throated Accentor
monacc1,Mongolian Accentor
dunnoc1,Dunnock
japacc1,Japanese Accentor
mabacc1,Maroon-backed Accentor
cinwhe1,Cinnamon Ibon
saxspa1,Saxaul Sparrow
houspa,House Sparrow
itaspa1,Italian Sparrow
spaspa1,Spanish Sparrow
sinspa1,Sind Sparrow
somspa1,Somali Sparrow
russpa2,Russet Sparrow
plbspa1,Plain-backed Sparrow
desspa1,Dead Sea Sparrow
cavspa1,Cape Verde Sparrow
aakspa1,Abd al Kuri Sparrow
socspa1,Socotra Sparrow
grrspa1,Great Rufous Sparrow
kerspa2,Kenya Rufous Sparrow
shrspa1,Shelley's Rufous Sparrow
korspa1,Kordofan Rufous Sparrow
capspa1,Cape Sparrow
gyhspa1,Northern Gray-headed Sparrow
swaspa2,Swainson's Sparrow
pabspa1,Parrot-billed Sparrow
swaspa1,Swahili Sparrow
sghspa2,Southern Gray-headed Sparrow
desspa3,Desert Sparrow
desspa4,Zarudny's Sparrow
eutspa,Eurasian Tree Sparrow
sugspa1,Sudan Golden Sparrow
argspa2,Arabian Golden Sparrow
chespa1,Chestnut Sparrow
yespet1,Yellow-spotted Bush Sparrow
chspet1,Yellow-throated Sparrow
yetpet1,Yellow-throated Bush Sparrow
buspet1,Sahel Bush Sparrow
rocpet1,Rock Sparrow
palroc1,Pale Rockfinch
whwsno1,White-winged Snowfinch
tibsno2,Tibetan Snowfinch
blwsno1,Black-winged Snowfinch
whrsno1,White-rumped Snowfinch
pedsno1,Pere David's Snowfinch
runsno1,Rufous-necked Snowfinch
blasno1,Blanford's Snowfinch
afgsno1,Afghan Snowfinch
forwag1,Forest Wagtail
capwag1,Cape Wagtail
mouwag1,Mountain Wagtail
boclon2,Sao Tome Short-tail
madwag1,Madagascar Wagtail
grywag,Gray Wagtail
eaywag1,Western Yellow Wagtail
eaywag,Eastern Yellow Wagtail
citwag,Citrine Wagtail
whbwag1,White-browed Wagtail
mekwag1,Mekong Wagtail
japwag1,Japanese Wagtail
afpwag1,African Pied Wagtail
whiwag,White Wagtail
auspip2,Australian Pipit
auspip3,New Zealand Pipit
ricpip1,Richard's Pipit
oripip1,Paddyfield Pipit
afrpip1,African Pipit
moupip1,Mountain Pipit
woopip1,Woodland Pipit
lobpip1,Long-billed Pipit
lobpip7,Nicholson's Pipit
blypip1,Blyth's Pipit
tawpip1,Tawny Pipit
plbpip1,Plain-backed Pipit
bufpip1,Buffy Pipit
lolpip1,Long-legged Pipit
nilpip1,Nilgiri Pipit
uplpip1,Upland Pipit
berpip1,Berthelot's Pipit
malpip1,Malindi Pipit
strpip1,Striped Pipit
yetpip1,Yellow-tufted Pipit
rtweye1,Madanga
alppip1,Alpine Pipit
meapip1,Meadow Pipit
rospip1,Rosy Pipit
trepip,Tree Pipit
olbpip,Olive-backed Pipit
pecpip,Pechora Pipit
retpip,Red-throated Pipit
watpip1,Water Pipit
rocpip1,Rock Pipit
sibpip1,Siberian Pipit
amepip,American Pipit
sprpip,Sprague's Pipit
yelpip2,Yellowish Pipit
yelpip3,Peruvian Pipit
shbpip3,Puna Pipit
shbpip1,Short-billed Pipit
chapip1,Pampas Pipit
corpip1,Correndera Pipit
sogpip1,South Georgia Pipit
ocbpip1,Ochre-breasted Pipit
helpip1,Hellmayr's Pipit
parpip1,Paramo Pipit
shtpip1,Short-tailed Pipit
buspip1,Bush Pipit
sokpip1,Sokoke Pipit
golpip1,Golden Pipit
yebpip2,Yellow-breasted Pipit
shalon1,Sharpe's Longclaw
ortlon1,Orange-throated Longclaw
yetlon1,Yellow-throated Longclaw
fuelon2,Fülleborn's Longclaw
abylon1,Abyssinian Longclaw
panlon1,Pangani Longclaw
rotlon1,Rosy-throated Longclaw
grilon1,Grimwood's Longclaw
comcha,Common Chaffinch
comcha16,Azores Chaffinch
comcha17,Madeira Chaffinch
caicha1,Canary Islands Chaffinch
afrcha1,African Chaffinch
blucha2,Tenerife Blue Chaffinch
blucha3,Gran Canaria Blue Chaffinch
brambl,Brambling
eleeup1,Elegant Euphonia
anteup2,Hispaniolan Euphonia
anteup3,Puerto Rican Euphonia
anteup4,Lesser Antillean Euphonia
goreup1,Golden-rumped Euphonia
blnchl1,Blue-naped Chlorophonia
chbchl1,Chestnut-breasted Chlorophonia
yecchl1,Yellow-collared Chlorophonia
blcchl1,Blue-crowned Chlorophonia
gobchl1,Golden-browed Chlorophonia
